          -3   64.3790665     -0.134438619       3.79266753E-03  -3.55562574E-04
          -3   91.4363327      -1.47167599       1.14570162E-03  -3.51611874E-03
           3   95.3096313     -0.301196128       4.38527158E-03  -2.17288244E-03
          -3   621.615662       3.09404922      -1.67114418E-02   7.11125147E-04
          -3   418.623322     -0.775884926       1.57632735E-02  -1.35903917E-02
           3   239.605713      -2.74658394      -1.88448168E-02  -6.59766141E-03
           3   585.420288       4.17017890E-03   4.82379906E-02   4.97787632E-03
           3   550.902344       2.34332609      -4.11662459E-02   3.64649184E-02
          -3   124.858391      -2.25584340      -1.19310999E-02  -1.50126424E-02
          -3   234.624527       9.24968868E-02   2.71807835E-02   4.74083441E-04
           3   108.786942       2.57210684      -8.57300870E-03   8.69152974E-03
           3   627.118225      0.959587932       2.56005060E-02   4.53144759E-02
          -3   221.327805       2.90879893      -1.69879906E-02   3.67414672E-03
           3   295.606049      -2.80823493      -2.65091658E-02  -6.55815424E-03
           3   495.801270      -1.71446478      -5.37294568E-03  -2.44152974E-02
          -3   144.173569      -1.68441296      -2.48893816E-03  -9.67920385E-03
          -3   68.1863174      -2.40146875      -2.09386856E-03  -1.73830590E-03
           3   368.362976      -1.83469665      -7.54582789E-03  -3.20401378E-02
          -3   227.806961      -2.18140078      -1.97534770E-04  -3.23957019E-03
           1   163.888931      -1.30379319      0.238147914     -0.258098930    
           1   350.725433      -1.15957451      0.193979144     -0.949905157    
           1   200.710632      -2.54482675       2.29535401E-02  -1.30372948E-03
           1   231.131424      -2.50979400     -0.202394128     -0.309023380    
           1   180.750214       2.51826668     -0.117019594       2.37041712E-03
           1   204.562256      0.377930731      0.146886855      0.583833754    
           1   157.328384       1.75077176     -0.183075219      0.858960152    
           1   126.586800     -0.609905183      0.293655187     -0.232656449    
           1   725.415894       2.99233508     -0.186077744       2.71412767E-02
           1   199.492126      0.293749392       8.21349546E-02  0.833557189    
           1   606.065857       2.03019023     -0.218236417      0.434655488    
           1   197.568161       1.30693734       3.79661806E-02  0.118599877    
           2   263.812531     -0.850807488       9.73451361E-02   2.18868516E-02
           1   224.879257      -8.94768164E-02  -7.21001923E-02  -2.64696591E-03
           1   110.890785       1.95803142     -0.414704502      0.222345129    
           1   264.059326     -0.857749522       1.90423522E-02  -7.16261044E-02
           1   754.848877     -0.581334531      0.574984193     -0.658896983    
           1   429.950806      -2.40682197      -8.84165615E-02  -8.17793906E-02
           1   521.319092     -0.241737992      0.330199122      -8.25695321E-03
           1   505.956970      0.900253892      0.547250330     -0.650047421    
           1   196.271378       2.81439090      -5.28207980E-02   2.37041712E-02
           1   302.978516      0.900154591      0.678334415      0.543418169    
           1   779.293335      -1.92213798     -0.309655488     -0.844224095    
           1   339.235535      -1.22196996      0.850940287     -0.370891273    
           1   635.122559       1.38503718      0.873656750      0.433707327    
           1   103.608444      -1.58052266      -4.38132100E-02 -0.145701647    
           1   185.065445       1.66459644      0.799936771      0.124881476    
           1   172.401016       9.41351652E-02  0.545551538     -0.326603979    
