          -3   1158.01379       1.59579670      -3.66229452E-02   7.70780668E-02
           3   51.8716164       2.89777780      -5.13590407E-03   1.89633376E-03
          -3   1032.02942      0.353414387      0.106352717       3.52402031E-02
           3   138.904999     -0.125155017       8.57300870E-03  -3.95069539E-04
          -3   501.758179      -1.27402270       1.81731991E-02  -4.67762314E-02
          -3   132.724808       2.51486611      -8.73103645E-03   5.25442464E-03
          -3   250.581299      -2.85274982      -2.34276224E-02  -7.86188338E-03
           1   91.2692261       1.08729970       8.04756656E-02  0.109078698    
           1   1662.89624      -1.34926796     -0.143015176     -0.191727251    
           1   1195.41687      -1.71958649      0.124328382     -0.423712075    
           1   190.119476       1.27357590      -5.53097343E-03   8.26880559E-02
          -2   94.1184006       1.11934555     -0.481866300      0.405894428    
          -2   313.156342     -0.779914439      0.357261389     -0.114886217    
           1   310.827820     -0.786500692      0.213337541     -0.207016438    
           1   424.311340      -1.48028934       3.31463329E-02 -0.184141904    
           1   184.913544       2.20169711      -7.61298984E-02  0.105365045    
           1   178.295303       1.27897072      0.108960174      0.243481353    
           1   42.0336494       2.03276372      -1.61188375E-02   3.74130830E-02
           1   367.635956      -1.22153139      0.261022449     -0.705752194    
           1   436.228729     -0.849996626      0.500474095     -0.583991766    
           1   322.279144       2.48111582     -0.390368193      0.102362514    
           1   338.200104       5.92926629E-02  0.430941850       1.21286344E-02
           1   186.024857      -2.58527923     -0.589364707     -0.560524642    
           1   415.652496      -2.76113820      0.505609989     -0.194255695    
           1   56.2544861      -2.79564166      -5.89048676E-02  -2.54424773E-02
           1   203.310455     -0.607588410      0.390763283     -0.442872941    
           1   696.088440       2.97949362      -5.57443127E-02 -0.233051524    
           1   165.143539      -1.96788585      0.438290149      -2.99067628E-02
           1   77.1165085      -2.17081809     -0.292193413     -0.431534439    
           1   840.937866       2.65778565     -0.801872611      0.532079637    
           1   367.785431     -0.201293871      0.337665915     -0.104258850    
           1   227.431305      -2.69763398     -0.680823326     -0.137839764    
           1   276.190979      -2.88645887     -0.815858066     -0.445993990    
           1   259.644135     -0.637714684      0.311788887     -0.291798353    
           1   253.699188       2.29666805      -9.31969061E-02  0.249683946    
           1   327.085968      -1.60244918      -9.19326767E-02 -0.906329036    
           1   776.245483       2.46445990     -0.384205133      0.208320171    
           1   120.278053       1.67996979       1.03508215E-02  0.116822064    
           1   491.898651       1.13898015      0.895109057      0.308707327    
           1   289.724396       1.91211808     -0.638313830      0.616782546    
           1   129.229095       2.50310016     -0.246009797     -0.303136855    
           1   252.963913       1.82783735      0.320085347      0.456818908    
           1   330.383972       2.33178353     -0.152378321      0.165534139    
           1   100.485870       1.04563928       5.70480414E-02  0.134916246    
           1   174.111023      -2.68418860      -9.59623903E-02 -0.202591658    
           1   489.668182      -1.47832012     -0.445519924     -0.165652648    
           1   253.214935       2.16519165     -0.338100493      0.928334415    
           1   364.759979      -2.17286992      0.753081560     -0.568030953    
           1   218.717972      -3.12815547     -0.188329652      0.315186471    
           1   166.136017       1.78453040      -8.30041096E-02  0.395148546    
           1   32.6056709     -0.991153896       1.69879906E-02  -1.90818589E-02
           1   536.174622       6.74261674E-02  0.126422256       5.72850835E-03
           1   393.847290      -1.21442389     -0.565502524     -0.123024650    
           1   546.428284     -0.801650703      0.495654225     -0.230602086    
           1   268.124176       1.08614957      0.209979460      0.401311636    
           1   186.755264      -1.70806885      0.224280968     -0.935129583    
           1   143.376389      -1.58334410      0.350071102      0.122708596    
           1   93.2084274       1.80008578       2.90771183E-02  0.338258535    
           1   504.482391       2.02350473      -8.11472833E-02  0.161938995    
           1   880.152466      -2.01010895     -0.167983562      -2.44943108E-02
           1   910.533020      -2.01173902     -0.220527813     -0.131005064    
           1   216.163513       1.28932166      0.114293613      0.311275274    
           1   359.896576     -0.708342910       3.39364745E-02  0.325260758    
