#T1
1575	1217	1407	1403	1406	1374	1593	1536	1562	1422	1462	1453	
1476	1264	1466	1558	1707	1524	1612	1503	1618	1475	1480	1429	
1561	1494	1531	1697	1770	1558	1701	1787	1720	1599	1442	1392	
1773	1548	1695	1705	1774	1899	1861	1934	1751	1717	1773	1434	
1638	1550	1762	1725	1776	1828	1787	1822	1800	1604	1571	1567	
1659	1646	1750	1739	1852	1922	1812	1788	1723	1739	1645	1390	
1636	1715	1864	1929	1882	1906	1705	1582	1829	1773	1690	1531	
1710	1841	1875	1812	1815	1873	1737	1682	1718	1861	1754	1555	
1658	1620	1641	1572	1661	1690	1550	1528	1612	1713	1551	1404	
2248	1737	1788	1802	1787	1803	1617	1563	1580	1520	1284	1480	
#T3
1214	1034	1271	1273	1505	1636	1523	1375	1338	1296	1205	1039	
1067	1289	1559	1562	1642	1615	1574	1450	1548	1265	1300	1060	
1244	1458	1642	1669	1726	1691	1821	1588	1700	1495	1225	1268	
1259	1546	1685	1897	1879	1837	1892	1891	1684	1485	1341	1537	
1248	1543	1680	1826	1846	1814	1856	1807	1706	1454	1181	1513	
1270	1489	1621	1780	1795	1669	1767	1770	1757	1384	1276	1486	
1191	1512	1686	1796	1803	1945	1587	1593	1759	1438	1251	1439	
1275	1505	1619	1704	1715	1604	1681	1544	1534	1411	1014	1175	
1155	1371	1459	1512	1567	1708	1460	1480	1598	1399	1231	1294	
1333	1192	1306	1232	1414	1332	1348	1402	1292	1255	1238	1434	
#T4
0	853	855	853	861	836	1012	880	813	727	0	747	
927	832	766	879	805	892	865	815	750	765	652	786	
883	798	843	896	882	860	867	857	820	771	681	748	
989	833	892	932	923	852	898	863	869	813	756	714	
952	855	887	921	953	898	881	857	856	832	792	747	
961	830	890	949	890	861	880	885	845	749	759	694	
845	816	825	885	961	892	922	907	825	779	752	741	
873	799	852	855	863	864	903	816	782	749	714	745	
894	781	787	851	855	894	869	846	813	743	665	746	
1020	125	950	931	944	980	873	927	918	921	884	925	
