#T1
1578	1216	1366	1435	1446	1352	1543	1532	1552	1439	1547	1406	
1402	1258	1469	1579	1588	1487	1585	1515	1694	1504	1515	1375	
1489	1388	1537	1560	1792	1659	1667	1652	1605	1534	1416	1380	
1772	1585	1675	1722	1787	1832	1857	1909	1671	1711	1692	1472	
1622	1575	1667	1630	1742	1897	1704	1833	1736	1713	1555	1676	
1639	1651	1793	1738	1844	1973	1784	1908	1849	1742	1564	1347	
1602	1726	1783	1800	1830	1959	1789	1637	1849	1769	1696	1511	
1725	1787	1807	1812	1685	1830	1716	1659	1705	1762	1741	1570	
1677	1657	1655	1499	1566	1626	1558	1574	1687	1622	1456	1399	
2218	1696	1797	1807	1636	1748	1657	1605	1557	1555	1341	1446	
#T3
1210	999	1209	1309	1507	1681	1572	1373	1364	1221	1202	1068	
1028	1265	1481	1543	1614	1577	1634	1498	1521	1372	1244	1006	
1134	1426	1651	1741	1671	1665	1755	1662	1650	1502	1205	1341	
1209	1464	1704	1852	1860	1826	1760	1770	1801	1563	1312	1506	
1259	1524	1743	1818	1831	1839	1955	1847	1739	1456	1251	1559	
1203	1471	1629	1747	1747	1738	1593	1780	1784	1385	1311	1541	
1109	1402	1767	1745	1827	1944	1620	1559	1749	1543	1234	1427	
1249	1481	1536	1679	1753	1605	1671	1568	1633	1394	1089	1241	
1141	1338	1463	1492	1537	1673	1469	1497	1608	1373	1217	1311	
1358	1090	1310	1228	1476	1315	1312	1348	1359	1224	1308	1404	
#T4
0	841	847	943	874	877	981	929	858	759	0	788	
976	899	779	906	843	842	859	827	819	799	697	792	
842	786	865	923	847	857	889	897	859	836	734	765	
954	837	915	903	803	855	893	898	846	800	741	727	
917	886	859	898	921	944	957	900	841	765	739	728	
966	802	902	907	909	914	881	839	839	788	778	727	
880	873	869	825	874	843	896	911	790	781	809	803	
872	821	857	879	900	855	855	822	829	744	768	769	
875	797	817	844	869	877	840	859	806	713	685	768	
1066	136	963	923	893	1032	919	932	866	894	946	949	
