#T1
1571	1283	1378	1352	1460	1299	1514	1514	1513	1405	1448	1432	
1501	1310	1547	1588	1627	1491	1657	1547	1610	1526	1443	1354	
1563	1455	1525	1630	1739	1624	1708	1724	1752	1528	1443	1346	
1816	1655	1750	1725	1769	1888	1856	1923	1752	1677	1759	1483	
1650	1577	1718	1790	1847	1845	1694	1882	1738	1676	1543	1580	
1689	1649	1717	1730	1862	1904	1833	1817	1758	1798	1635	1490	
1747	1719	1925	1869	1945	1954	1781	1705	1871	1815	1688	1491	
1738	1757	1861	1841	1728	1865	1699	1693	1758	1903	1772	1595	
1681	1643	1662	1537	1648	1648	1571	1591	1754	1734	1484	1400	
2214	1694	1728	1809	1765	1784	1667	1646	1639	1550	1331	1458	
#T3
1231	1051	1201	1369	1505	1626	1508	1431	1402	1245	1253	1025	
1081	1286	1438	1593	1577	1622	1683	1527	1421	1390	1218	1091	
1239	1387	1485	1650	1750	1663	1793	1668	1635	1482	1275	1287	
1236	1435	1625	1859	1806	1749	1995	1890	1693	1521	1315	1498	
1325	1494	1768	1783	1864	1840	1986	1894	1736	1483	1280	1498	
1261	1569	1672	1805	1754	1711	1813	1759	1737	1380	1309	1416	
1135	1457	1688	1742	1865	1958	1588	1588	1801	1463	1221	1404	
1242	1521	1593	1658	1653	1622	1627	1565	1619	1453	1035	1267	
1134	1349	1477	1577	1586	1653	1491	1488	1572	1411	1236	1300	
1339	1083	1311	1249	1479	1365	1300	1370	1369	1219	1290	1400	
#T4
0	825	824	923	906	844	978	906	878	721	0	732	
902	888	772	899	841	846	834	848	874	737	703	812	
900	801	819	821	903	913	896	902	882	811	749	759	
960	827	877	959	944	937	925	900	879	871	767	740	
968	829	918	959	929	940	866	897	857	833	737	729	
917	771	891	910	925	884	914	893	808	742	705	749	
849	800	833	861	900	846	872	890	761	763	812	785	
809	746	834	837	892	842	877	832	865	777	789	731	
836	807	826	853	862	870	858	819	802	745	692	774	
1026	147	908	872	945	897	906	921	895	951	973	918	
