#T1
1474	1222	1408	1383	1400	1350	1621	1486	1516	1465	1565	1447	
1448	1324	1469	1627	1640	1498	1674	1496	1700	1425	1541	1377	
1520	1368	1542	1608	1739	1664	1676	1739	1673	1542	1530	1356	
1723	1588	1752	1704	1833	1951	1811	2015	1744	1651	1696	1440	
1627	1561	1761	1638	1809	1797	1777	1803	1787	1729	1483	1555	
1668	1662	1725	1806	1852	1931	1886	1697	1905	1746	1617	1357	
1697	1815	1873	1829	1923	1894	1706	1675	1821	1784	1709	1495	
1680	1795	1796	1830	1716	1831	1833	1689	1751	1854	1735	1569	
1643	1665	1677	1576	1652	1695	1581	1575	1642	1664	1498	1349	
2134	1677	1713	1814	1716	1817	1657	1596	1532	1487	1264	1379	
#T3
1199	1014	1201	1290	1477	1586	1604	1365	1390	1315	1226	1039	
1066	1239	1442	1558	1601	1550	1703	1514	1548	1367	1288	1083	
1200	1338	1611	1685	1665	1717	1694	1686	1680	1482	1270	1314	
1284	1472	1648	1882	1886	1853	1883	1870	1712	1478	1362	1484	
1307	1552	1730	1941	1868	1846	1828	1828	1713	1461	1174	1505	
1295	1507	1718	1770	1800	1670	1778	1699	1713	1418	1311	1482	
1158	1440	1666	1704	1840	1911	1588	1587	1742	1481	1241	1449	
1242	1490	1570	1649	1704	1631	1711	1587	1554	1381	1111	1243	
1166	1349	1522	1581	1616	1645	1470	1539	1638	1369	1209	1368	
1353	1128	1258	1241	1465	1329	1355	1358	1344	1212	1279	1370	
#T4
0	830	830	932	870	889	974	941	846	788	0	755	
931	870	777	871	876	822	828	844	788	782	704	810	
884	758	863	880	937	886	872	847	855	794	716	734	
963	825	912	911	924	908	878	847	847	849	731	729	
885	892	873	895	912	869	882	878	837	800	742	762	
927	812	889	939	863	864	909	869	808	806	774	696	
819	857	903	905	900	850	874	828	769	781	759	774	
864	813	873	821	840	832	908	801	745	747	755	788	
892	813	802	873	885	859	880	842	801	754	707	773	
1007	151	914	913	908	932	895	977	918	959	965	967	
