#T1
1577	1172	1381	1373	1452	1412	1588	1527	1516	1464	1446	1437	
1413	1368	1386	1615	1593	1510	1634	1523	1625	1424	1514	1415	
1473	1410	1584	1611	1732	1666	1633	1739	1675	1499	1428	1384	
1703	1581	1723	1653	1775	1836	1853	1906	1705	1660	1777	1498	
1586	1550	1727	1697	1841	1817	1700	1830	1775	1705	1489	1613	
1604	1702	1722	1792	1852	1917	1818	1829	1832	1676	1711	1416	
1686	1777	1983	1925	1965	1853	1654	1625	1852	1803	1771	1516	
1682	1805	1902	1852	1884	1875	1685	1685	1772	1796	1796	1614	
1692	1591	1699	1611	1640	1723	1557	1579	1642	1599	1514	1371	
2210	1726	1774	1825	1802	1758	1701	1539	1533	1559	1364	1388	
#T3
1208	971	1218	1257	1474	1624	1570	1417	1392	1208	1122	1052	
1046	1179	1397	1579	1608	1560	1652	1504	1570	1345	1332	1052	
1188	1306	1592	1772	1684	1741	1697	1706	1710	1474	1225	1273	
1209	1409	1608	1796	1877	1811	1938	1853	1675	1521	1347	1433	
1280	1491	1749	1931	1864	1896	1854	1820	1657	1470	1183	1520	
1189	1492	1592	1755	1772	1705	1757	1745	1759	1414	1224	1376	
1138	1404	1746	1709	1834	1866	1589	1601	1691	1461	1163	1396	
1229	1517	1491	1700	1689	1620	1586	1602	1657	1333	1058	1183	
1122	1348	1415	1522	1489	1639	1464	1518	1650	1413	1194	1299	
1306	1081	1272	1236	1482	1283	1323	1380	1316	1146	1278	1354	
#T4
0	786	783	874	907	858	953	901	811	711	0	756	
886	820	737	849	832	837	820	845	807	760	700	793	
823	776	861	849	922	866	872	880	850	806	743	693	
909	816	907	924	909	896	857	891	880	841	751	719	
897	851	904	880	865	887	845	858	827	777	736	704	
947	770	914	918	881	890	880	869	826	768	734	696	
816	836	836	894	898	839	930	866	827	784	767	754	
788	748	826	843	836	869	852	801	801	748	729	712	
842	790	780	833	872	892	854	830	829	659	665	720	
1008	135	854	867	875	912	876	932	856	867	825	895	
