#T1
1636	1259	1436	1377	1406	1389	1507	1542	1499	1440	1521	1381	
1476	1338	1492	1558	1685	1549	1653	1427	1600	1421	1557	1424	
1528	1457	1577	1673	1735	1614	1736	1705	1730	1518	1445	1326	
1785	1538	1690	1720	1695	1891	1867	1864	1682	1655	1679	1532	
1553	1540	1698	1644	1989	1798	1751	1841	1712	1676	1533	1582	
1637	1703	1770	1749	1880	1921	1737	1742	1786	1743	1620	1405	
1649	1796	1872	1871	1872	1958	1783	1768	1755	1757	1722	1530	
1713	1737	1836	1781	1815	1831	1732	1716	1739	1778	1697	1609	
1657	1617	1646	1561	1516	1680	1548	1541	1715	1680	1398	1490	
2162	1669	1684	1791	1713	1771	1662	1617	1605	1498	1349	1496	
#T3
1147	972	1215	1249	1490	1612	1574	1393	1294	1208	1106	1091	
1069	1219	1486	1523	1564	1602	1644	1452	1503	1353	1224	1021	
1135	1395	1568	1685	1701	1664	1645	1591	1617	1483	1239	1273	
1196	1389	1677	1843	1793	1764	1888	1723	1637	1458	1354	1443	
1238	1566	1736	1883	1805	1832	1795	1881	1622	1401	1095	1468	
1204	1506	1639	1751	1739	1625	1700	1696	1781	1390	1293	1462	
1144	1444	1641	1707	1862	1892	1588	1605	1765	1407	1219	1444	
1297	1460	1600	1707	1829	1676	1668	1515	1645	1360	994	1205	
1143	1403	1524	1549	1559	1706	1446	1559	1560	1392	1231	1336	
1282	1094	1271	1317	1476	1342	1395	1306	1340	1173	1222	1437	
#T4
0	844	843	922	886	883	979	924	848	752	0	775	
955	932	791	882	869	866	824	819	811	772	678	835	
815	804	879	877	859	895	839	892	859	804	749	783	
936	824	908	921	869	910	883	926	810	833	785	733	
1013	847	906	932	940	888	914	882	879	798	793	755	
979	822	903	947	892	893	885	860	797	744	735	721	
898	871	833	876	902	887	883	911	782	737	793	761	
861	828	869	883	878	895	896	895	851	746	778	767	
893	823	820	860	849	895	865	846	831	720	681	777	
1055	132	984	952	967	1012	962	1008	938	943	919	977	
