#T1
1647	1287	1404	1407	1476	1381	1554	1532	1569	1443	1488	1453	
1528	1310	1470	1544	1621	1502	1663	1553	1640	1416	1516	1395	
1571	1481	1605	1654	1693	1635	1633	1677	1627	1590	1463	1377	
1773	1606	1797	1803	1795	1886	1867	1894	1760	1646	1719	1415	
1679	1557	1650	1720	1751	1893	1740	1831	1817	1705	1522	1648	
1726	1641	1790	1873	1851	1953	1780	1762	1799	1737	1662	1442	
1638	1731	1885	1842	1934	1919	1732	1607	1845	1777	1781	1479	
1758	1732	1811	1845	1776	1890	1809	1621	1753	1766	1727	1563	
1662	1688	1698	1649	1641	1737	1633	1533	1693	1642	1510	1380	
2180	1741	1758	1743	1749	1764	1701	1580	1599	1573	1263	1411	
#T3
1235	991	1186	1271	1546	1526	1543	1390	1408	1212	1173	1047	
1085	1285	1482	1611	1645	1629	1605	1556	1522	1273	1231	1058	
1218	1408	1597	1664	1663	1614	1692	1609	1632	1444	1263	1262	
1262	1502	1697	1817	1823	1738	1925	1790	1709	1567	1299	1523	
1229	1507	1700	1874	1804	1855	1789	1790	1709	1455	1246	1519	
1233	1509	1687	1806	1771	1694	1778	1691	1701	1350	1185	1487	
1138	1432	1695	1757	1832	1914	1537	1607	1702	1497	1161	1379	
1314	1460	1507	1675	1736	1547	1635	1576	1604	1390	1038	1197	
1147	1337	1467	1561	1516	1721	1464	1492	1640	1334	1205	1307	
1340	1036	1192	1269	1447	1290	1316	1339	1324	1238	1174	1347	
#T4
0	798	824	937	879	864	948	888	795	728	0	790	
854	891	746	902	843	833	776	842	772	689	698	771	
863	814	860	892	909	896	846	877	774	774	721	764	
966	821	913	921	880	899	870	841	800	819	719	723	
888	859	852	977	946	870	865	840	793	757	723	728	
968	816	908	918	917	863	869	814	797	727	711	721	
899	860	921	894	915	867	907	873	799	801	752	750	
834	811	869	886	879	871	835	797	773	764	720	730	
914	812	806	869	846	854	825	840	834	695	662	756	
1088	158	990	932	966	983	926	920	923	950	919	969	
