#T1
1494	1242	1378	1389	1444	1410	1482	1518	1588	1394	1496	1483	
1400	1342	1492	1606	1686	1506	1629	1579	1620	1482	1533	1405	
1553	1437	1578	1612	1748	1655	1678	1688	1741	1502	1448	1410	
1710	1600	1628	1704	1745	1893	1900	1878	1732	1648	1698	1495	
1575	1517	1632	1634	1817	1851	1714	1772	1743	1700	1443	1580	
1562	1639	1756	1694	1844	1919	1777	1843	1753	1767	1658	1423	
1611	1741	1845	1868	1943	1852	1677	1645	1871	1712	1713	1516	
1718	1861	1917	1816	1792	1840	1746	1634	1712	1904	1746	1560	
1713	1652	1681	1659	1575	1692	1533	1494	1596	1718	1524	1417	
2145	1675	1663	1790	1708	1773	1603	1530	1585	1509	1322	1344	
#T3
1252	996	1157	1292	1578	1614	1563	1390	1351	1279	1203	1061	
1046	1278	1476	1544	1659	1573	1656	1457	1424	1335	1232	1072	
1216	1411	1676	1682	1678	1681	1701	1632	1631	1411	1294	1246	
1271	1421	1723	1802	1797	1814	1917	1831	1602	1410	1345	1446	
1313	1535	1687	1880	1831	1807	1805	1808	1726	1452	1179	1509	
1247	1520	1666	1770	1779	1706	1748	1783	1757	1400	1333	1459	
1117	1399	1660	1793	1804	1884	1607	1580	1669	1373	1261	1486	
1224	1459	1492	1629	1735	1629	1675	1551	1593	1359	1004	1227	
1092	1396	1525	1504	1572	1686	1425	1551	1723	1281	1159	1247	
1390	1128	1280	1317	1494	1300	1423	1340	1341	1117	1236	1445	
#T4
0	760	790	876	805	818	897	879	756	718	0	694	
898	783	725	819	843	856	814	841	811	736	646	694	
839	731	871	858	897	847	882	833	769	777	710	691	
922	822	868	922	892	878	844	874	804	784	716	697	
920	854	867	880	911	947	854	875	839	753	756	700	
906	790	851	891	910	913	907	833	772	715	701	705	
824	826	838	900	892	819	879	843	775	782	736	700	
858	796	811	856	882	858	875	796	771	716	710	713	
805	782	831	852	835	865	803	828	820	709	628	654	
1053	156	915	909	968	928	858	896	867	869	897	913	
