#T1
1562	1222	1382	1424	1389	1336	1528	1527	1526	1409	1569	1409	
1396	1309	1494	1502	1604	1490	1637	1526	1581	1488	1475	1383	
1514	1404	1606	1626	1706	1678	1642	1773	1751	1491	1415	1388	
1719	1556	1736	1722	1761	1886	1820	1923	1726	1641	1696	1454	
1611	1563	1702	1644	1751	1844	1741	1721	1799	1721	1534	1587	
1652	1670	1777	1780	1903	1868	1842	1834	1818	1717	1632	1472	
1662	1715	1890	1848	1913	1856	1697	1635	1844	1742	1713	1559	
1718	1771	1881	1847	1778	1777	1740	1664	1721	1839	1739	1595	
1671	1610	1717	1608	1643	1723	1581	1548	1691	1675	1495	1371	
2187	1725	1773	1854	1792	1859	1671	1576	1564	1534	1317	1427	
#T3
1172	1035	1188	1366	1528	1600	1494	1375	1342	1226	1235	1079	
1063	1271	1390	1536	1654	1704	1654	1469	1477	1306	1288	1061	
1160	1355	1562	1604	1659	1701	1670	1656	1618	1438	1277	1279	
1234	1524	1695	1801	1851	1812	1927	1777	1695	1559	1241	1473	
1282	1562	1668	1830	1792	1774	1816	1820	1685	1407	1205	1496	
1257	1528	1723	1795	1756	1668	1663	1653	1727	1394	1287	1524	
1110	1412	1726	1693	1874	1944	1556	1595	1681	1450	1243	1420	
1312	1539	1526	1652	1703	1635	1650	1537	1604	1355	1053	1256	
1105	1394	1479	1517	1534	1689	1415	1557	1611	1360	1255	1289	
1345	1091	1289	1255	1473	1318	1325	1285	1286	1228	1276	1396	
#T4
0	839	844	924	889	870	996	878	848	769	0	797	
947	927	769	915	832	854	858	822	790	761	696	791	
885	823	854	877	927	878	920	862	849	751	714	752	
944	834	974	948	888	929	853	932	889	834	726	743	
923	850	888	922	982	934	842	892	847	754	764	763	
977	837	883	922	919	825	935	852	867	780	780	707	
870	847	878	892	901	869	896	853	843	742	768	773	
881	821	864	894	914	887	915	799	800	763	731	739	
861	804	807	845	815	884	833	851	825	719	699	758	
1078	159	919	868	886	965	894	925	867	873	885	969	
